years,cif_built,cif_withdrawn,naive_km_built,at_risk
0.3997262149212868,0.003809971709311844,0.07156821996684003,0.003967724233456593,18275
0.4024640657084189,0.003809971709311844,0.07263135279507046,0.003967724233456593,18264
0.405201916495551,0.003809971709311844,0.07334154841502755,0.003967724233456593,18206
0.4079397672826831,0.003809971709311844,0.07364591796643773,0.003967724233456593,18192
0.4106776180698152,0.003809971709311844,0.07425465706925809,0.003967724233456593,18186
0.4134154688569473,0.003809971709311844,0.07466048313780499,0.003967724233456593,18174
0.4161533196440794,0.0038606999678802074,0.07537067875776207,0.004022553710268606,18166
0.4188911704312115,0.003911428226448571,0.07618233089485588,0.004077425477459928,18151
0.4216290212183436,0.003962162080456882,0.07750141109907197,0.004132351716954918,18132
0.4243668720054757,0.0040128959344651926,0.07831315276320494,0.004187356834230993,18105
0.4271047227926078,0.0040128959344651926,0.07902421294242969,0.004187356834230993,18068
0.42984257357973993,0.0040128959344651926,0.07937984152228794,0.004187356834230993,18049
0.432580424366872,0.004063700017302087,0.07988788235065689,0.004242550972528569,18042
0.4353182751540041,0.004063700017302087,0.08034511909618894,0.004242550972528569,18031
0.4380561259411362,0.004063700017302087,0.08136125713612735,0.004242550972528569,18021
0.4407939767282683,0.004114509741904674,0.08212340300516616,0.004297870830807904,18000
0.44353182751540043,0.004114509741904674,0.08263150025119204,0.004297870830807904,17984
0.4462696783025325,0.004114509741904674,0.0828855771458078,0.004297870830807904,17972
0.4490075290896646,0.004165327949247003,0.08339375921923109,0.004353292300760536,17966
0.4517453798767967,0.004165327949247003,0.0841052141220237,0.004353292300760536,17955
0.4544832306639288,0.004216146156589332,0.08446094157342,0.004408787909015333,17941
0.45722108145106094,0.004317788239153462,0.08522325719265098,0.004519828642016721,17932
0.459958932238193,0.004317788239153462,0.08664632578302216,0.004519828642016721,17914
0.46269678302532513,0.004317788239153462,0.08710379184060438,0.004519828642016721,17884
0.4654346338124572,0.004368617801107042,0.0878154057079545,0.004575519840414266,17875
0.4681724845995893,0.004368617801107042,0.0885270992722323,0.004575519840414266,17858
0.47091033538672145,0.004419453055698314,0.09152637929311735,0.004631304668936909,17844
0.4736481861738535,0.004521123564880858,0.09249224913035152,0.004743244468231933,17784
0.47638603696098564,0.004521123564880858,0.09289897696202981,0.004743244468231933,17761
0.4791238877481177,0.004521123564880858,0.09386495556226575,0.004743244468231933,17753
0.48186173853524983,0.004521123564880858,0.09508513905730062,0.004743244468231933,17734
0.48459958932238195,0.004521123564880858,0.09635623530409296,0.004743244468231933,17709
0.487337440109514,0.004521123564880858,0.0971701971835824,0.004743244468231933,17674
0.49007529089664614,0.004521123564880858,0.09823852215041229,0.004743244468231933,17658
0.4928131416837782,0.0045719961823489485,0.10068040778888061,0.004799674516172803,17637
0.49555099247091033,0.004622868799817039,0.10139262443343387,0.004856258569247873,17588
0.49828884325804246,0.004622868799817039,0.10246107100119335,0.004856258569247873,17571
0.5010266940451745,0.004622868799817039,0.10307164668769332,0.004856258569247873,17549
0.5037645448323066,0.004622868799817039,0.10327518352266424,0.004856258569247873,17536
0.5065023956194388,0.004622868799817039,0.10363139330155549,0.004856258569247873,17531
0.5092402464065708,0.004622868799817039,0.10393671596917657,0.004856258569247873,17524
0.5119780971937029,0.004724643022357398,0.10419115152552746,0.0049698724225907265,17518
