region,years,cif_built,cif_withdrawn
CAISO,0.33675564681724846,0.0003979307600477516,0.1102268205332272
CAISO,0.3394934976043806,0.0003979307600477516,0.1110226820533227
CAISO,0.34496919917864477,0.0003979307600477516,0.11380819737365697
CAISO,0.34770704996577684,0.0003979307600477516,0.11460405889375247
CAISO,0.35044490075290896,0.0003979307600477516,0.11500198965380022
CAISO,0.3613963039014374,0.0003979307600477516,0.11539992041384797
CAISO,0.36413415468856947,0.0003979307600477516,0.11579785117389572
CAISO,0.36960985626283366,0.0003979307600477516,0.11659371269399123
CAISO,0.3805612594113621,0.0003979307600477516,0.11778750497413448
CAISO,0.38329911019849416,0.0003979307600477516,0.11818543573418223
CAISO,0.3860369609856263,0.0007958615200955033,0.11858336649422999
CAISO,0.39698836413415467,0.0007958615200955033,0.11898129725427774
CAISO,0.3997262149212868,0.0007958615200955033,0.11937922801432549
CAISO,0.4024640657084189,0.0007958615200955033,0.12057302029446874
CAISO,0.405201916495551,0.0007958615200955033,0.1209709510545165
CAISO,0.4134154688569473,0.0007958615200955033,0.12136888181456425
CAISO,0.4161533196440794,0.0007958615200955033,0.12216474333465975
CAISO,0.4188911704312115,0.0007958615200955033,0.12296060485475525
CAISO,0.4243668720054757,0.0007958615200955033,0.12375646637485076
CAISO,0.4353182751540041,0.0007958615200955033,0.12455232789494626
CAISO,0.4380561259411362,0.0007958615200955033,0.12495025865499401
CAISO,0.4407939767282683,0.0007958615200955033,0.12574612017508952
CAISO,0.4544832306639288,0.0007958615200955033,0.12693991245523278
CAISO,0.45722108145106094,0.0007958615200955033,0.12733784321528055
CAISO,0.459958932238193,0.0007958615200955033,0.12773577397532832
CAISO,0.4654346338124572,0.0007958615200955033,0.12813370473537608
CAISO,0.4681724845995893,0.0007958615200955033,0.12853163549542385
CAISO,0.4791238877481177,0.0007958615200955033,0.13052128929566262
CAISO,0.48186173853524983,0.0007958615200955033,0.13290887385594913
CAISO,0.48459958932238195,0.0007958615200955033,0.13450059689614013
CAISO,0.49007529089664614,0.0007958615200955033,0.1372861122164744
CAISO,0.4928131416837782,0.0007958615200955033,0.1456426581774772
CAISO,0.49555099247091033,0.0007958615200955033,0.1464385196975727
CAISO,0.49828884325804246,0.0007958615200955033,0.14842817349781148
CAISO,0.5010266940451745,0.0007958615200955033,0.14882610425785925
CAISO,0.5119780971937029,0.0007958615200955033,0.14962196577795475
CAISO,0.5147159479808351,0.0007958615200955033,0.15001989653800252
CAISO,0.5174537987679672,0.0007958615200955033,0.15041782729805028
CAISO,0.5366187542778919,0.0007958615200955033,0.15081575805809805
CAISO,0.5448323066392882,0.0007958615200955033,0.1512136888181458
CAISO,0.5503080082135524,0.0007958615200955033,0.15161161957819358
CAISO,0.5557837097878165,0.0007958615200955033,0.15240748109828908
CAISO,0.5585215605749486,0.0007958615200955033,0.15280541185833685
